hotelId,groupingKey
78f6e84a-0ffd-4179-ae68-264eea8ea30f,cetus-ed2e7a2eee43468e31aac4d58d54296b7feb65b4b85fe717ffa72f140c052b35
c51c975c-f23a-42cd-a8bb-4e4f9e03e8d0,f793cb5090e6ddb6325e4c4868a898aba51f0243
5db8ecf6-f5da-4a7d-b0a2-e1fa6267b1b3,479bccad147c8695769c7577d4c86c718bdb7c62
ba0f6e20-02cc-46fd-9490-69641c593288,b86a840c845793a31a335c5348f38fc6b0a62496
3cd417a1-e97e-41f3-ae8a-00f79efab4c0,62e2b0097ec1c6d64405ba9aefbdc3305452ac9d
422d2160-593a-4f5c-a11f-ba5c578f87ef,cetus-2e8f1d9ea1f2a13832334f81f91b740a11c44c248a1e39d761236de74849095c
180f284d-ff92-4c12-9f49-ce9d5d5f46c2,f78655d37cdc16882ad9ba1b4132d802670e43cb
6c0d4faf-03c6-4547-b6e2-d64306f97fe5,cetus-c7c6ce052b923c032c163c82c2c64d6362db30826c7930d0f745664e4f7275ce
c51c975c-f23a-42cd-a8bb-4e4f9e03e8d0,3a996093792da365171e6d29a134ab05ab492829
d4897ff2-fbf2-45b3-8b5d-a3b87bd13bd0,cetus-601985917660e3317d1089e77969c5f4b548494b5ebe61c6a681a26bb07ebf9e
8a88829f-8f55-4cd8-ae10-d25385b2fd01,cetus-336a042582350605519404e42fe0dd776297e2a684517d2fe9910807bdf70c97
7579360f-82c1-49f0-af24-959b15fc9c67,cetus-8c7ba04166b11fd4732ddd3bb3236fb1776d4b103999511491930aca57b8e91c
63af5c9a-b499-4eab-8eff-03cf47ee368f,cetus-957a848479459d7fddb8ec8d2f08e8308e0ec087a70dcf0c01f52217656bb896
a8d2a0b3-91b0-41b6-a7d4-5bd234ec68e5,9485a3a7ab566ebf3504f5fdab61a080d9882b6d
96e91cf8-5afd-4d44-a3f8-7fca98c98a5f,0a44b44fffb418b198ea835a833916d9918ddcf8
10a2fbc6-1074-4e77-9e8e-0051796097a0,e3623299ca445975ec2109593cf7fbcad9c4f87b
ccbb1d4b-15cc-4290-b0cd-0b0e8dc6aec3,cetus-513fbff19cc8a1e7642dc883dcfc36cf2d9e06582c3ad70c1fa8df1d9114d6d2
c39f6760-e0d1-4369-bda0-d75cea330861,06ad680486ae2af373a97aafbe9b3beec14de975
17748fbd-f4de-425a-aa38-c1e2156e6c1b,cetus-c28357558ef3fbc1faf457a317187c548742cb6e03c7d8ab0cf4764e5ec566ee
fe1dd39d-9726-41f6-9728-7278139ae5db,87f4b5f13596677c2b82c14c43cf518ca324a5a3
2037b7e7-be28-42b7-9038-fc49a8df811c,33eb38db8737c0b0e8375fac66c6d622d33224f0
87cda2b4-d6f4-4f96-9d2e-9e794d79d855,cetus-e16f0e04b6ac490287dbab8214ed9b5e3d06fa6366fcf81ccd57febfdd69acaa
f5823f52-5133-4230-8e6b-011388f006fd,cetus-966203d0a85641fd4cd73917f1caf96589535750ddd7b3ec8dd4eeb801744b4f
fe2575df-e012-4a27-bb5e-35c007607781,01e8b6d4192b420cd4b1cf9699318a7a14f346d0
70209879-8c52-4ba5-8775-c7f0b304b8f6,a59db68bb20e98cab21617f92ed41defeebbe7f2
1e1e477b-c31f-4c80-90a1-05e47e8283c0,2581f1a5446a0cdba440b0a131f8d10cdd2973d8
33795d3e-dc3d-4544-bbc3-6cd4556bc940,cetus-29b72140e5b0c8cb42965beca579786331823fcbb99b1a3da3c7a584bd33814a
87cda2b4-d6f4-4f96-9d2e-9e794d79d855,cetus-832e88d6863e9f2847793c6ad9f5baea751a76c9b7a3ce6079a04a8ca6c257d9
2e837e02-e507-4708-8fd5-f3da7016478b,74681f44a17a0c8f7116b4a6c6fbfd1077bff452
8f752cd9-a44a-48ed-9921-4d6f9009c95f,b3716d75832c433d165671da58e394e7dac9f647
5d1699e1-1049-4458-b1ff-73f9c4104ff5,92bc36ce2040000ed797d0f825fb6cc1c6f27c27
e4d198a0-f56e-4ba8-b6de-500e74daba9b,8c8a32948babada7f2c1a2b29524739f8e1f8632
2a3bb8d2-e248-49d6-b7bf-18a9526e493a,e3623299ca445975ec2109593cf7fbcad9c4f87b
65803617-3c7b-4507-a0e1-c6164b7c7df1,05de7991509447bec6750ba597c1678e75bec8b2
00f804de-e244-43d6-b0e0-1257f91751ff,92fff3d194d289811eb241ea119d8dec4cc19822
9c982b82-3b72-4992-ba9f-1ac9ff91d6d3,6e01ef8797f3e880e2a37b0f69bf16ff8e327949
34adf4d6-c747-43e4-ad2a-915c6299a6ba,cetus-82dabb4282f861e227bfc21094aa7880581ab9b234a7ad64aed2b1ef70dc4dfc
8fd331c0-157a-43b8-88ee-b1fc1048d47e,0ffb0b731ce3547c1ee5aac305887717cb42c8d8
fe1dd39d-9726-41f6-9728-7278139ae5db,62e2b0097ec1c6d64405ba9aefbdc3305452ac9d
87cda2b4-d6f4-4f96-9d2e-9e794d79d855,cetus-0b4bdfdbfcc929fccd7dbc8e060068e3d1bd863127221ea8abb13955fb76b599
87cda2b4-d6f4-4f96-9d2e-9e794d79d855,cetus-55695e4735933123fc28ca22a9a726ca56fef01e74810b324531ea7e86bd20e3
34adf4d6-c747-43e4-ad2a-915c6299a6ba,e5047231937e0504a74dfc9bbf630a300452686b
41542133-486d-4126-b74a-ea53982c8744,cetus-a3599411b61c589c49c0475b6771d1da75fac18843022eda97bfa034f115c62f
bb9ba535-5fe3-49fb-a6db-cd104a54213a,cetus-f1e1ad49151ee2504abb5340de617e29a10418f074db51e81207e0c7ceb89c5b
79ebbcae-d3bc-4fd8-b4ab-4dffef61445b,27ab7f50ce68f811549ea86a6f6372b96c820273
9e7123a7-a16a-4418-aeef-cdd0d8ef4167,5238bd83254855dc0ca7bdcaf530ff969a51ac28
affa9446-0ea5-435b-bacf-a746cd5b1cf6,cetus-4bfc4158581555e433bbfa93430327cde853972bd4c00a5a006fcb374f169b3b
f71be93b-f51f-4986-9417-102a1086e497,a319403a18b45aeaa84adae9e42af62e9a9dbc64
613db61b-189d-4886-8003-99d82cb03fe0,cetus-eb0d3dbe3f2431e17addb1fbee9017c7918c0422fc7dbbe1bb4651a941cc95c5
4dd6b172-14df-43b7-82ff-9a1d636f3b78,c59aa5bda470367dc770c639ba9d19d092d5ffa9
8a88829f-8f55-4cd8-ae10-d25385b2fd01,cetus-5760a825166d77e29819e39a80366a40ad01e5b5944aedeb59353d7798590a42
840c99a0-218f-43a6-ad8a-8631d167447e,f1de8ed451a3a178ae422ce813330e40a534298b
c912b12e-ae4a-4772-aa6e-b995c4bec7e0,5c0a4fc7c32f26dec6ff80e80471b4a93152d252
8292444b-54d9-407f-808e-7db12525e3d0,3de35d294e1da1788b16441c87c28d7ed37f641f
3e1b502b-c944-4a36-93b8-22ff58e420f2,dee15fb61245e05b5302e222d6256c83df106e91
8a88829f-8f55-4cd8-ae10-d25385b2fd01,cetus-caa6f35629b139bfd28b8cfb7195489ecd6e675dbb48844de316105ae42eb110
5ca775e7-b9a1-45e0-be6c-06871f540d63,cetus-134473d1a80d8f4b40117f48a6adf4fc686bd3b0b4999b2993b9f779dcde8002
7d1c16de-1d0b-430a-87d9-a363cbd56ec1,cetus-57e0d3a25ed836deaac33c0f8765d9eb091c48c67c1b0eb4365cc84d95cf9a94
bad2d21b-fd6f-4755-aec0-53af5161df2d,00ef9fd4ded207ef83c1aea94b0c53b1ac61e2b0
96e91cf8-5afd-4d44-a3f8-7fca98c98a5f,e5b0a83adc3c8207597c03a9f932e615c3c0347a
3813e08d-c5e9-43f0-be79-721050e758de,cetus-f754c2ea600318d37ffe80cd04b45f4c1e417a5eebafc9f54d4a58502e82ac25
4ac6642e-2cac-403b-bafb-ac27b51eff77,f64d314603c7eab900cf7e9b6f47c806c8b44cd1
87c1a98d-d69c-4dd7-81a5-2dc6d96b6e2d,e3623299ca445975ec2109593cf7fbcad9c4f87b
cda53ee0-cb3e-4663-8a83-824c3fee6fc1,89a4f0955b44345155a7ab816dab241a574f429b
5db8ecf6-f5da-4a7d-b0a2-e1fa6267b1b3,693765f8f2af57dfa2a8b2db5c6bfab5bc15963f
fc603fb0-7801-4d95-8117-23b1cf940cdf,cetus-2bcfb31f8e07803c6b028d08b320874a8806e0be05919e3aa69d415b0fa7d2fa
20af4d07-8c56-4826-92b8-b455c428d760,97427ac71e3ca86c2f741c069b6d219532772935
0254b5de-6915-4995-9a01-a634c210c410,35612b122b4b270d4896dc7c5df5047513e4d472
93904fdd-a02f-4ed0-abf0-7c34fa1bfadd,e3b50b3a33e9fdc2953381ace47d64ab5c496249
a799ad83-2a4a-4fad-9eb5-3db546db7a07,e3623299ca445975ec2109593cf7fbcad9c4f87b
00f804de-e244-43d6-b0e0-1257f91751ff,8910bcb6ff3371e1262eac57a85ed790fb8794e5
e8ea1a8f-9901-4566-8d1c-8bba4e38f9a1,cetus-f88f2c71789fc73897f09cc712695215df8ec5dffde07d41a7163fd962b2453f
b0965b33-2e91-4451-af94-599e0da86fad,702a438dbaf1f16dab2d269bc8dac9ca5704f650
f5c98f84-ce08-480f-9020-919f90b29a51,7e872f4e541509512ecc3bf7fe3d2c06a950d3b1
d84e572d-a0b2-497b-9ae2-17eeba86917b,937003b49d3fc6fa19a8cd8c7467142b94fe8c14
b2fd8fbd-db05-49eb-953c-8cf3695e7f40,cetus-d1798613b152b392c516bdcfdbe31f876269a26457d68f8515173f0ccc96a1ae
18d1355e-4ebc-4c47-9878-f9180c751252,cetus-96b471646c5adfb479d5d2cfe4cfa65b1ea4e3fd078c9cba166893b0f9998ba4
87cda2b4-d6f4-4f96-9d2e-9e794d79d855,cetus-f23f4ef584e7ada6db811a343b1c08594ecdb520d860ee386f511596ab46f802
2db675f6-59b4-4089-8dc4-5466f58c6594,cetus-42341b206a4ad917afab5a9544a6a53e319b05fca4366f5ecdffc6ed50208929
34adf4d6-c747-43e4-ad2a-915c6299a6ba,98bb0aaffa33c73d46c26bae0fb2da91627d3b31
c020bd8b-59a2-4967-b8d8-1b84a9dbc5f7,94e57ddbd0e524347019dc9c8027812d68faa82c
cf1d66ef-3580-4c75-9a83-f9847d772c36,9a76c6b378cfa8c768dd0b47971bc4da6abd9745
ed3e8e5e-47ea-4bd9-b021-0e527ef68a44,702a438dbaf1f16dab2d269bc8dac9ca5704f650
e55a880d-00d2-4b61-b80d-f9808ec0bb8f,e8cd009beb98f5c7d7c15b1b639212a15af9f009
ee760de8-eea7-473e-bc6c-89877b8522ce,f2bab22f6956c6952cd3f7f64fda37a867661907
5dccf566-01e1-4fd1-85e6-3670d498fece,51c9c8837043011b77654175710a300a170f7309
fc603fb0-7801-4d95-8117-23b1cf940cdf,cetus-8aaa8f095fed81e2ec95f57a5c792222f389065cdaf905ff31323852cb879185
cd7c14c5-b9c0-4e9f-9761-de18eb9dd79c,389b6e44aa05eb9e1f56cd23723750fd874d2d83
